id,event_id,episode_id,sid,task,window,condition,query_target_sid,candidate_admit,verified_admit,verified_decision,decision_reason,phase_probability,reference_admit
habit_cfx_0391,007321_01,007321,S8940,Airtight Container lid,ready,counterfactual,S7788,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0392,007321_01,007321,S8940,Airtight Container lid,ready,counterfactual,S8975,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0393,007322_01,007322,S8940,Airtight Container lid,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0394,007322_01,007322,S8940,Airtight Container lid,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0395,007322_01,007322,S8940,Airtight Container lid,early,counterfactual,S7788,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0396,007322_01,007322,S8940,Airtight Container lid,early,counterfactual,S8975,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0397,007322_01,007322,S8940,Airtight Container lid,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0398,007322_01,007322,S8940,Airtight Container lid,ready,counterfactual,S7414,True,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0399,007322_01,007322,S8940,Airtight Container lid,ready,counterfactual,S7788,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0400,007322_01,007322,S8940,Airtight Container lid,ready,counterfactual,S8975,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0401,005687_01,005687,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0402,005687_01,005687,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0403,005687_01,005687,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0404,005687_01,005687,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0405,005687_01,005687,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0406,005687_01,005687,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0407,005687_01,005687,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0408,005687_01,005687,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0409,005688_01,005688,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0410,005688_01,005688,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0411,005688_01,005688,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0412,005688_01,005688,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0413,005688_01,005688,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0414,005688_01,005688,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0415,005688_01,005688,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0416,005688_01,005688,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0417,005691_01,005691,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0418,005691_01,005691,S8975,100 cm Hotel Towel,early,counterfactual,S7025,True,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0419,005691_01,005691,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0420,005691_01,005691,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0421,005691_01,005691,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0422,005691_01,005691,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0423,005691_01,005691,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0424,005691_01,005691,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0425,005692_01,005692,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0426,005692_01,005692,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0427,005692_01,005692,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0428,005692_01,005692,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0429,005692_01,005692,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0430,005692_01,005692,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0431,005692_01,005692,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0432,005692_01,005692,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0433,005693_01,005693,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0434,005693_01,005693,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0435,005693_01,005693,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0436,005693_01,005693,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0437,005693_01,005693,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0438,005693_01,005693,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0439,005693_01,005693,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0440,005693_01,005693,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0441,005694_01,005694,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0442,005694_01,005694,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0443,005694_01,005694,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0444,005694_01,005694,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0445,005694_01,005694,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0446,005694_01,005694,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0447,005694_01,005694,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0448,005694_01,005694,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0449,005695_01,005695,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0450,005695_01,005695,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0451,005695_01,005695,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0452,005695_01,005695,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0453,005695_01,005695,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0454,005695_01,005695,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0455,005695_01,005695,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0456,005695_01,005695,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0457,005696_01,005696,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0458,005696_01,005696,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0459,005696_01,005696,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0460,005696_01,005696,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0461,005696_01,005696,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0462,005696_01,005696,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0463,005696_01,005696,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0464,005696_01,005696,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0465,005697_01,005697,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0466,005697_01,005697,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0467,005697_01,005697,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0468,005697_01,005697,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0469,005697_01,005697,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0470,005697_01,005697,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,True,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0471,005697_01,005697,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0472,005697_01,005697,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0473,005698_01,005698,S8975,100 cm Hotel Towel,early,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0474,005698_01,005698,S8975,100 cm Hotel Towel,early,counterfactual,S7025,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0475,005698_01,005698,S8975,100 cm Hotel Towel,early,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0476,005698_01,005698,S8975,100 cm Hotel Towel,early,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,0.0,False
habit_cfx_0477,005698_01,005698,S8975,100 cm Hotel Towel,ready,counterfactual,S6759,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0478,005698_01,005698,S8975,100 cm Hotel Towel,ready,counterfactual,S7025,True,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0479,005698_01,005698,S8975,100 cm Hotel Towel,ready,counterfactual,S7414,False,False,hold_confirm,target_state_mismatch,1.0,False
habit_cfx_0480,005698_01,005698,S8975,100 cm Hotel Towel,ready,counterfactual,S8940,False,False,hold_confirm,target_state_mismatch,1.0,False
